1.142063e+00	5.533371e+00
-1.621078e+00	5.306930e+00
-3.896134e+00	3.810858e+00
-5.148979e+00	1.449075e+00
-5.116888e+00	-1.174717e+00
-3.553273e+00	-3.152261e+00
-1.590100e+00	-4.422848e+00
7.094024e-01	-4.543957e+00
2.770596e+00	-3.607936e+00
4.161163e+00	-1.837967e+00
4.582756e+00	3.861985e-01
3.836593e+00	2.536011e+00
2.198340e+00	4.154191e+00
-6.105976e-02	4.598595e+00
-2.233717e+00	3.962816e+00
-3.818566e+00	2.380872e+00
-4.442641e+00	2.558193e-01
-3.976246e+00	-1.884004e+00
-2.556267e+00	-3.518423e+00
-5.501159e-01	-4.263657e+00
1.543538e+00	-3.959797e+00
3.214739e+00	-2.702860e+00
4.117019e+00	-8.307550e-01
3.963556e+00	1.229930e+00
2.853188e+00	2.942978e+00
1.106568e+00	3.999751e+00
-9.348464e-01	3.990973e+00
-2.767793e+00	3.092220e+00
-3.863387e+00	1.369686e+00
-3.997737e+00	-6.422632e-01
-3.239948e+00	-2.510884e+00
-1.659939e+00	-3.803564e+00
3.622848e-01	-4.082959e+00
2.303720e+00	-3.451865e+00
3.631434e+00	-1.901180e+00
4.149350e+00	7.346299e-02
3.606177e+00	2.053774e+00
2.206352e+00	3.573795e+00
2.255413e-01	4.244011e+00
-1.836756e+00	3.832600e+00
-3.489121e+00	2.511461e+00
-4.315667e+00	5.374195e-01
-4.092442e+00	-1.616144e+00
-2.848642e+00	-3.418733e+00
-8.705637e-01	-4.414988e+00
1.352666e+00	-4.291887e+00
3.280048e+00	-3.151934e+00
4.437879e+00	-1.206662e+00
4.522714e+00	1.080538e+00
3.488125e+00	3.150077e+00
1.567389e+00	4.483948e+00
-7.821928e-01	4.734826e+00
-2.987238e+00	3.819583e+00
-4.591414e+00	1.979626e+00
-5.127781e+00	-4.778747e-01
-4.312411e+00	-2.905703e+00
-2.436958e+00	-4.705384e+00
1.183560e-01	-5.347690e+00
2.693122e+00	-4.680502e+00
4.607389e+00	-2.816375e+00
5.443547e+00	-2.651346e-01
4.993361e+00	2.420278e+00
3.221743e+00	4.517939e+00
6.672896e-01	5.559094e+00
-2.098512e+00	5.245831e+00
-4.356603e+00	3.597570e+00
-5.646241e+00	1.087409e+00
-5.570664e+00	-1.782837e+00
-4.069153e+00	-4.272235e+00
-1.548610e+00	-5.796707e+00
1.420056e+00	-5.829532e+00
4.107720e+00	-4.508263e+00
5.861730e+00	-2.019932e+00
6.210163e+00	1.054174e+00
4.827572e+00	3.810125e+00
2.409922e+00	5.658160e+00
-6.026208e-01	6.170644e+00
-3.542897e+00	5.208194e+00
-5.696016e+00	2.918116e+00
-7.046515e+00	-1.871591e-01
-6.181489e+00	-3.593285e+00
-3.779202e+00	-6.244440e+00
-3.294958e-01	-7.442710e+00
-8.499818e-01	-7.652943e+00
2.865764e+00	-6.983896e+00
5.553305e+00	-4.503699e+00
6.885133e+00	-1.262909e+00
6.077937e+00	2.004664e+00
4.303796e+00	4.599428e+00
7.735744e-01	3.001930e+00
-7.235365e-01	2.859894e+00
-2.006069e+00	2.162911e+00
-2.749084e+00	9.201844e-01
-2.805473e+00	-5.018155e-01
-2.221451e+00	-1.785400e+00
-1.093541e+00	-2.631857e+00
3.021071e-01	-2.833943e+00
1.623788e+00	-2.342181e+00
2.547910e+00	-1.276971e+00
2.797246e+00	9.907985e-02
2.407313e+00	1.428022e+00
1.427986e+00	2.407334e+00
9.903769e-02	2.797247e+00
-1.209799e+00	2.413791e+00
-2.260023e+00	1.566779e+00
-2.734511e+00	2.914657e-01
-2.539495e+00	-1.055209e+00
-1.722722e+00	-2.143532e+00
-4.841672e-01	-2.707043e+00
8.729289e-01	-2.607776e+00
2.016302e+00	-1.870034e+00
2.666013e+00	-6.744430e-01
2.662992e+00	6.862755e-01
2.007977e+00	1.878970e+00
8.613398e-01	2.611627e+00
-4.961837e-01	2.704866e+00
-1.732224e+00	2.135860e+00
-2.544156e+00	1.043921e+00
-2.733189e+00	-3.036061e-01
-2.253043e+00	-1.576800e+00
-1.243034e+00	-2.507841e+00
1.114586e-01	-2.796780e+00
1.438662e+00	-2.400969e+00
2.413631e+00	-1.417317e+00
2.797658e+00	-8.665695e-02
2.542214e+00	1.288273e+00
1.613371e+00	2.349369e+00
2.895193e-01	2.835256e+00
-1.105217e+00	2.626974e+00
-2.229358e+00	1.775518e+00
-2.807674e+00	4.893521e-01
-2.698574e+00	-9.166238e-01
-1.928768e+00	-2.098178e+00
-6.867333e-01	-2.766026e+00
7.358762e-01	-2.804048e+00
1.990125e+00	-2.107986e+00
2.757121e+00	-8.958153e-01
2.702644e+00	5.081498e-01
2.089479e+00	1.709993e+00
1.013876e+00	2.502410e+00
-3.099594e-01	2.682149e+00
-1.557906e+00	2.205205e+00
-2.469319e+00	1.210356e+00
-2.747307e+00	-1.216674e-01
-2.352658e+00	-1.423902e+00
-1.381997e+00	-2.377516e+00
-7.297424e-02	-2.749032e+00
1.276258e+00	-2.491098e+00
2.314317e+00	-1.574273e+00
2.785751e+00	-2.720122e-01
2.575136e+00	1.096847e+00
1.734038e+00	2.197160e+00
5.187566e-01	3.056287e+00
-1.010010e+00	2.930850e+00
-2.327712e+00	2.120839e+00
-3.059544e+00	7.452467e-01
-3.042293e+00	-8.128079e-01
-2.280182e+00	-2.171859e+00
-9.598034e-01	-2.999163e+00
5.955685e-01	-3.092167e+00
2.005125e+00	-2.428101e+00
2.923756e+00	-1.169552e+00
